iter	RMSE
480	2.654472862
481	2.650643942
482	2.647625088
483	2.644751851
484	2.642000102
485	2.63996604
486	2.637268328
487	2.63460054
488	2.632445135
489	2.628909833
490	2.625443142
491	2.623410181
492	2.623063402
493	2.617459249
494	2.614411394
495	2.614082998
496	2.611855912
497	2.610550831
498	2.607558444
499	2.604855043
500	2.602416173
501	2.600076782
502	2.599764471
503	2.597334829
504	2.59405701
505	2.592239715
506	2.589268216
507	2.587091749
508	2.582222799
509	2.579961913
510	2.578122061
511	2.576614884
512	2.573706121
513	2.571151609
514	2.566376519
515	2.563299749
516	2.560920066
517	2.559469793
518	2.559189828
519	2.554162183
520	2.551961436
521	2.549338631
522	2.545634731
523	2.543517602
524	2.539114511
525	2.536603705
526	2.533950695
527	2.531750385
528	2.529840811
529	2.528615916
530	2.526739194
531	2.523017253
532	2.521160719
533	2.51908485
534	2.515052064
535	2.513720765
536	2.511751902
537	2.511019981
538	2.509722915
539	2.50769544
540	2.505824255
541	2.503970723
542	2.502200256
543	2.500040668
544	2.496484549
545	2.494078456
546	2.491531394
547	2.488710765
548	2.486780534
549	2.48582889
550	2.483039909
551	2.479632663
552	2.478265666
553	2.475112606
554	2.472962156
555	2.471407388
556	2.468574129
557	2.465691574
558	2.465445919
559	2.465210998
560	2.461421843
561	2.457811588
562	2.45612064
563	2.452799565
564	2.450555719
565	2.448482808
566	2.446599746
567	2.445513538
568	2.443901886
569	2.441499464
570	2.4392162
571	2.436289807
572	2.435149293
573	2.432142974
574	2.42850198
575	2.426513515
576	2.426347079
577	2.424471251
578	2.423581804
579	2.421611
580	2.421269725
581	2.419288322
582	2.417920806
583	2.416233747
584	2.413316155
585	2.411855424
586	2.409817489
587	2.406452044
588	2.404502234
589	2.402253068
590	2.401915961
591	2.399570089
592	2.398993041
593	2.396775606
594	2.395595956
595	2.393330811
596	2.391212738
597	2.389411893
598	2.387536613
599	2.387333123
600	2.385165204
601	2.382387839
602	2.380843628
603	2.377908586
604	2.376095125
605	2.374014198
606	2.373872885
607	2.371630135
608	2.370091819
609	2.368054196
610	2.367249191
611	2.367130801
612	2.364858421
613	2.363075058
614	2.361189755
615	2.359290399
616	2.358168885
617	2.355418766
618	2.353268906
619	2.353163708
620	2.35123081
621	2.349650347
622	2.34952232
623	2.346908934
624	2.344407714
625	2.343378083
626	2.342470818
627	2.339614061
628	2.336745989
629	2.334872294
630	2.332867615
631	2.332767765
632	2.331733999
633	2.329291582
634	2.326759248
635	2.325959872
636	2.325426505
637	2.323714802
638	2.322592081
639	2.319484393
640	2.317130832
641	2.314310051
642	2.313337026
643	2.312973123
644	2.311400683
645	2.308975665
646	2.308575278
647	2.308168867
648	2.306434725
649	2.304905023
650	2.304800329
651	2.302926579
652	2.301722873
653	2.301325834
654	2.29910574
655	2.297838673
656	2.296871755
657	2.294608949
658	2.294511971
659	2.294015624
660	2.292379252
661	2.289186286
662	2.287550807
663	2.282213464
664	2.281079347
665	2.279099964
666	2.276657031
667	2.27519855
668	2.274086142
669	2.272169369
670	2.269910767
671	2.269803921
672	2.269149735
673	2.266968855
674	2.26474749
675	2.264643077
676	2.263034744
677	2.26187016
678	2.260429919
679	2.257905982
680	2.255781774
681	2.253404392
682	2.251701625
683	2.251553121
684	2.25099761
685	2.249151989
686	2.247097803
687	2.245012905
688	2.2449036
689	2.243556164
690	2.240206537
691	2.237533548
692	2.235878436
693	2.234267494
694	2.233946534
695	2.233854828
696	2.231586509
697	2.229545567
698	2.22671489
699	2.22389441
700	2.221913299
701	2.220700067
702	2.219171334
703	2.21661001
704	2.216539065
705	2.214167662
706	2.21262667
707	2.210828326
708	2.208440576
709	2.205949859
710	2.203969738
711	2.20148431
712	2.200976977
713	2.200567734
714	2.200358288
715	2.197904964
716	2.196445953
717	2.194514907
718	2.193414409
719	2.191431203
720	2.191379731
721	2.190427514
722	2.188964019
723	2.187692181
724	2.186261015
725	2.184448157
726	2.181397899
727	2.179817838
728	2.17919534
729	2.177796995
730	2.176350251
731	2.175735817
732	2.173374175
733	2.1719837
734	2.171768276
735	2.171137475
736	2.170484483
737	2.170165676
738	2.169271617
739	2.167548516
740	2.166139239
741	2.164457683
742	2.164155893
743	2.162929944
744	2.161102024
745	2.160480769
746	2.158908914
747	2.158049674
748	2.156017091
749	2.155917231
750	2.154228027
751	2.151997832
752	2.14979721
753	2.149028483
754	2.147292384
755	2.145860535
756	2.143717309
757	2.142571237
758	2.140857442
759	2.139320066
760	2.137662673
761	2.13621999
762	2.136155069
763	2.134831729
764	2.133800489
765	2.131905985
766	2.1318536
767	2.131192857
768	2.128534916
769	2.12700517
770	2.125552399
771	2.124199097
772	2.123353895
773	2.122470202
774	2.120858855
775	2.119272918
776	2.118009342
777	2.115702993
778	2.114878658
779	2.114204851
780	2.113081144
781	2.111750519
782	2.110396922
783	2.109050412
784	2.107933204
785	2.10788041
786	2.106849976
787	2.104461576
788	2.102108525
789	2.101008336
790	2.100043841
791	2.098949416
792	2.097627708
793	2.096057236
794	2.094320961
795	2.093247892
796	2.092334656
797	2.09132112
798	2.090212075
799	2.089314085
800	2.089110569
801	2.087111557
802	2.086012209
803	2.083954016
804	2.083664971
805	2.081983224
806	2.081009898
807	2.080702928
808	2.079228487
809	2.078967433
810	2.076698816
811	2.075415298
812	2.074147879
813	2.073710702
814	2.07234262
815	2.07214775
816	2.070993026
817	2.069701246
818	2.068713823
819	2.066533921
820	2.066492166
821	2.064329959
822	2.06421854
823	2.063104969
824	2.061881739
825	2.05966626
826	2.057956037
827	2.05609589
828	2.054364296
829	2.052692346
830	2.052130519
831	2.050946283
832	2.049291473
833	2.047138387
834	2.04583268
835	2.043796345
836	2.041620707
837	2.04136388
838	2.040443515
839	2.039434288
840	2.036505514
841	2.036083497
842	2.034513599
843	2.034171751
844	2.032261828
845	2.029917879
846	2.028882582
847	2.027047908
848	2.026361375
849	2.025369934
850	2.022765932
851	2.02272622
852	2.022691279
853	2.021159279
854	2.020787506
855	2.019937334
856	2.019130308
857	2.01754368
858	2.017006481
859	2.015860711
860	2.01470302
861	2.012105534
862	2.009977198
863	2.008829355
864	2.008124897
865	2.006830531
866	2.005703478
867	2.004597177
868	2.004444941
869	2.003597976
870	2.002114882
871	2.000327272
872	1.999030835
873	1.998986679
874	1.997051895
875	1.997011668
876	1.995804383
877	1.994173132
878	1.993246609
879	1.991808299
880	1.99041295
881	1.989485674
882	1.98852293
883	1.987690072
884	1.986875642
885	1.986273676
886	1.984864341
887	1.984606699
888	1.982995365
889	1.982235653
890	1.980947423
891	1.980387029
892	1.978626147
893	1.978586992
894	1.977815219
895	1.976971515
896	1.975515659
897	1.973942604
898	1.97322848
899	1.973176525
900	1.972196302
901	1.971310797
902	1.97014446
903	1.968978588
904	1.968064868
905	1.966601952
906	1.965760391
907	1.963908655
908	1.962961925
909	1.962104681
910	1.96117295
911	1.960670325
912	1.959952125
913	1.95902127
914	1.957080259
915	1.955796123
916	1.954840062
917	1.954025297
918	1.952690016
919	1.951862145
920	1.949987173
921	1.94898718
922	1.947670864
923	1.946260622
924	1.944943536
925	1.944822973
926	1.943859391
927	1.94326583
928	1.940968516
929	1.939905184
930	1.939498177
931	1.937894075
932	1.936796016
933	1.935954127
934	1.934858851
935	1.933317651
936	1.933149695
937	1.931918725
938	1.931693916
939	1.92983442
940	1.928203446
941	1.92747402
942	1.926731562
943	1.925919464
944	1.924364635
945	1.923663955
946	1.923330982
947	1.922422126
948	1.921430415
949	1.921269937
950	1.920718625
951	1.920216679
952	1.918683363
953	1.918238539
954	1.918033769
955	1.917964555
956	1.917281493
957	1.916821716
958	1.91679471
959	1.91660095
960	1.915021096
961	1.914292761
962	1.913423179
963	1.91276874
964	1.911669717
965	1.910291443
966	1.908852994
967	1.908071128
968	1.907282387
969	1.906323181
970	1.905830117
971	1.904820434
972	1.903574586
973	1.903204297
974	1.901918735
975	1.901650642
976	1.900093425
977	1.899411551
978	1.898448872
979	1.897500995
980	1.897457292
981	1.896313802
982	1.895452384
983	1.894394558
984	1.893123204
985	1.891854487
986	1.891240466
987	1.890890372
988	1.889397295
989	1.888521414
990	1.887859266
991	1.887823261
992	1.887138027
993	1.885651975
994	1.884493597
995	1.883636272
996	1.88309709
997	1.882764946
998	1.882359295
999	1.881637296
